17.5037 	EXP 	target: autoDraw = False
17.5037 	EXP 	blank: autoDraw = True
17.6038 	EXP 	Device response: <KeyPress from None: t=17.496206998825073, value=left, duration=0.10698699951171875>
18.3412 	EXP 	New trial (rep=0, index=8): <Trial 8 (8 in rep 0) data={'cueType': 'exogenous', 'validity': 'valid', 'cueSide': 'right', 'targetSide': 'right', 'cueFile': 'posner/cue_box.png', 'thisN': 8, 'thisTrialN': 8, 'thisRepN': 0}>
18.3422 	EXP 	CODE: 0 TRIGGER: (FIX_ONSET) TIMESTAMP: 21.387344
18.3457 	EXP 	blank: autoDraw = False
18.3457 	EXP 	blank: autoDraw = False
18.3457 	EXP 	cue: image = 'posner/cue_box.png'
18.3457 	EXP 	target: image = 'posner/target_dot.png'
18.3457 	EXP 	fixation: autoDraw = True
18.3457 	EXP 	boxLeft: autoDraw = True
18.3457 	EXP 	boxRight: autoDraw = True
18.8292 	EXP 	cue: autoDraw = True
18.8416 	EXP 	CODE: 12 TRIGGER: (CUE_RIGHT) TIMESTAMP: 21.886731
18.9164 	EXP 	cue: autoDraw = False
19.4376 	INFO 	Keyboard events cleared
19.4376 	EXP 	target: autoDraw = True
19.4499 	EXP 	CODE: 22 TRIGGER: (TARGET_RIGHT) TIMESTAMP: 22.495003
19.6793 	EXP 	Device response: <KeyPress from None: t=19.67876386642456, value=right, duration=None>
19.6794 	EXP 	CODE: 31 TRIGGER: (RESPONSE_CORRECT) TIMESTAMP: 22.724508
19.6794 	EXP 	CODE: 40 TRIGGER: (ITI_ONSET) TIMESTAMP: 22.724540
19.6796 	DATA 	Keypress: right
19.6833 	EXP 	fixation: autoDraw = False
19.6833 	EXP 	boxLeft: autoDraw = False
19.6833 	EXP 	boxRight: autoDraw = False
19.6833 	EXP 	cue: autoDraw = False
19.6833 	EXP 	target: autoDraw = False
19.6833 	EXP 	blank: autoDraw = True
19.7709 	EXP 	Device response: <KeyPress from None: t=19.67876386642456, value=right, duration=0.09177732467651367>
20.4965 	EXP 	New trial (rep=0, index=9): <Trial 9 (9 in rep 0) data={'cueType': 'endogenous', 'validity': 'valid', 'cueSide': 'left', 'targetSide': 'left', 'cueFile': 'posner/cue_arrow_left.png', 'thisN': 9, 'thisTrialN': 9, 'thisRepN': 0}>
20.4977 	EXP 	CODE: 0 TRIGGER: (FIX_ONSET) TIMESTAMP: 23.542869
20.5002 	EXP 	blank: autoDraw = False
20.5002 	EXP 	blank: autoDraw = False
20.5002 	EXP 	cue: image = 'posner/cue_arrow_left.png'
20.5002 	EXP 	target: image = 'posner/target_dot.png'
20.5002 	EXP 	fixation: autoDraw = True
20.5002 	EXP 	boxLeft: autoDraw = True
20.5002 	EXP 	boxRight: autoDraw = True
20.9837 	EXP 	cue: autoDraw = True
21.0006 	EXP 	CODE: 11 TRIGGER: (CUE_LEFT) TIMESTAMP: 24.045774
21.0712 	EXP 	cue: autoDraw = False
21.4923 	INFO 	Keyboard events cleared
21.4922 	EXP 	target: autoDraw = True
21.5048 	EXP 	CODE: 21 TRIGGER: (TARGET_LEFT) TIMESTAMP: 24.549891
21.6924 	EXP 	Device response: <KeyPress from None: t=21.68870782852173, value=left, duration=None>
21.6924 	EXP 	CODE: 31 TRIGGER: (RESPONSE_CORRECT) TIMESTAMP: 24.737561
21.6925 	EXP 	CODE: 40 TRIGGER: (ITI_ONSET) TIMESTAMP: 24.737591
21.6926 	DATA 	Keypress: left
21.6965 	EXP 	fixation: autoDraw = False
